trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
20,False,"{'a': 0.001, 'e': 0.9801986733067553}",20,0,-177.40525378022744,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
21,False,"{'a': 0.001, 'e': 0.9792189645694596}",20,0,-95.76268251301873,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
22,False,"{'a': 0.001, 'e': 0.97824023505121}",25,0,-256.5492806422005,"{0: 12, 1: 3, 2: 3, 3: 3, 4: 4}",0
23,False,"{'a': 0.001, 'e': 0.9772624837732771}",20,0,-179.74573134568212,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
24,False,"{'a': 0.001, 'e': 0.9762857097579093}",25,0,-155.4142727091167,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
25,False,"{'a': 0.001, 'e': 0.9753099120283326}",35,0,-159.26762858522028,"{0: 20, 1: 6, 2: 7, 3: 0, 4: 2}",0
26,False,"{'a': 0.001, 'e': 0.9743350896087494}",20,7,-32.11271670080136,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
27,False,"{'a': 0.001, 'e': 0.9733612415243368}",30,0,-184.7184154982649,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
28,False,"{'a': 0.001, 'e': 0.9723883668012469}",20,0,-67.68467871903768,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
29,False,"{'a': 0.001, 'e': 0.9714164644666048}",20,0,-36.733469108698515,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
30,False,"{'a': 0.001, 'e': 0.9704455335485082}",20,0,-111.55419597250325,"{0: 10, 1: 3, 2: 3, 3: 4, 4: 0}",0
31,False,"{'a': 0.001, 'e': 0.9694755730760259}",20,0,-82.46780723105029,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
32,False,"{'a': 0.001, 'e': 0.9685065820791976}",25,0,-122.03524827224352,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
33,False,"{'a': 0.001, 'e': 0.967538559589032}",30,1,-162.3897854726072,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 3}",1
34,False,"{'a': 0.001, 'e': 0.9665715046375066}",25,0,-100.24997543142244,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
35,False,"{'a': 0.001, 'e': 0.9656054162575665}",20,0,-44.45278933860194,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
36,False,"{'a': 0.001, 'e': 0.9646402934831231}",30,0,-133.23886048584413,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
37,False,"{'a': 0.001, 'e': 0.9636761353490535}",20,13,-57.99729311390949,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 1}",1
38,False,"{'a': 0.001, 'e': 0.9627129408911995}",30,0,-160.80354437033992,"{0: 15, 1: 5, 2: 7, 3: 2, 4: 1}",1
39,False,"{'a': 0.001, 'e': 0.9617507091463667}",25,0,-119.07433882411858,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
40,False,"{'a': 0.001, 'e': 0.9607894391523232}",30,5,-79.69780368661176,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",1
41,False,"{'a': 0.001, 'e': 0.9598291299477989}",20,0,-6.640243496332004,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
42,False,"{'a': 0.001, 'e': 0.9588697805724845}",35,0,-191.40733086612607,"{0: 20, 1: 3, 2: 8, 3: 2, 4: 2}",0
43,False,"{'a': 0.001, 'e': 0.9579113900670306}",20,13,-41.429106910876406,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
44,False,"{'a': 0.001, 'e': 0.9569539574730467}",30,0,-109.67623441724675,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
45,False,"{'a': 0.001, 'e': 0.9559974818331}",20,0,-69.99931436741355,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
46,False,"{'a': 0.001, 'e': 0.9550419621907147}",30,0,-119.30882168068437,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
47,False,"{'a': 0.001, 'e': 0.9540873975903711}",20,0,-74.68861440393363,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
48,False,"{'a': 0.001, 'e': 0.9531337870775047}",25,0,-205.4351046298358,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
49,False,"{'a': 0.001, 'e': 0.9521811296985049}",25,0,-86.84505449188536,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
50,False,"{'a': 0.001, 'e': 0.951229424500714}",25,0,-90.68654370891446,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
51,False,"{'a': 0.001, 'e': 0.950278670532427}",25,0,-68.13643973466107,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
52,False,"{'a': 0.001, 'e': 0.9493288668428895}",25,0,-184.4772302115046,"{0: 15, 1: 3, 2: 1, 3: 3, 4: 3}",0
53,False,"{'a': 0.001, 'e': 0.9483800124822982}",20,0,-38.45013764572958,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
54,False,"{'a': 0.001, 'e': 0.9474321065017983}",30,0,-168.14038704296567,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
55,False,"{'a': 0.001, 'e': 0.9464851479534838}",30,0,-97.59298780966503,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
56,False,"{'a': 0.001, 'e': 0.9455391358903963}",20,0,-108.87255445688967,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
57,False,"{'a': 0.001, 'e': 0.9445940693665233}",20,0,-80.70281480683951,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
58,False,"{'a': 0.001, 'e': 0.9436499474367985}",35,0,-206.7187645514742,"{0: 22, 1: 2, 2: 6, 3: 2, 4: 3}",0
59,False,"{'a': 0.001, 'e': 0.9427067691570997}",25,0,-121.1703328417515,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
60,False,"{'a': 0.001, 'e': 0.9417645335842487}",20,0,-154.627237872097,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
61,False,"{'a': 0.001, 'e': 0.9408232397760097}",25,0,-186.25960614941746,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
62,False,"{'a': 0.001, 'e': 0.9398828867910889}",20,4,-60.540982129742346,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
63,False,"{'a': 0.001, 'e': 0.9389434736891332}",20,3,-173.53637621296397,"{0: 8, 1: 1, 2: 4, 3: 1, 4: 3}",1
64,False,"{'a': 0.001, 'e': 0.9380049995307295}",20,3,-75.07714834184085,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
65,False,"{'a': 0.001, 'e': 0.9370674633774034}",20,0,-133.31709950221452,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
66,False,"{'a': 0.001, 'e': 0.9361308642916188}",20,0,-99.86391619756604,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
67,False,"{'a': 0.001, 'e': 0.9351952013367766}",20,0,-117.83625576266604,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
68,False,"{'a': 0.001, 'e': 0.9342604735772135}",20,11,-102.36182157427159,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 2}",1
69,False,"{'a': 0.001, 'e': 0.933326680078202}",35,0,-62.948385018505554,"{0: 26, 1: 2, 2: 6, 3: 1, 4: 0}",0
70,False,"{'a': 0.001, 'e': 0.9323938199059483}",20,0,-91.69146694379657,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
71,False,"{'a': 0.001, 'e': 0.9314618921275921}",20,8,-28.983423125414838,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
72,False,"{'a': 0.001, 'e': 0.9305308958112057}",25,0,-56.852945826789195,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
73,False,"{'a': 0.001, 'e': 0.9296008300257927}",30,0,-137.85679306493995,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
74,False,"{'a': 0.001, 'e': 0.9286716938412872}",20,0,-24.138928423488018,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
75,False,"{'a': 0.001, 'e': 0.9277434863285529}",25,0,-199.3110320200585,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
76,False,"{'a': 0.001, 'e': 0.9268162065593822}",20,0,-118.59001097380074,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
77,False,"{'a': 0.001, 'e': 0.9258898536064953}",20,0,-176.3308232151501,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
78,False,"{'a': 0.001, 'e': 0.9249644265435393}",20,0,-92.50197741703248,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
79,False,"{'a': 0.001, 'e': 0.9240399244450868}",25,15,6.931681968527728,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.001, 'e': 0.9231163463866358}",20,0,-91.02372609922352,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
81,False,"{'a': 0.001, 'e': 0.922193691444608}",25,0,-174.95803232766812,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 4}",0
82,False,"{'a': 0.001, 'e': 0.9212719586963487}",25,0,-150.6802460461307,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
83,False,"{'a': 0.001, 'e': 0.9203511472201247}",20,0,-71.76192342660606,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
84,False,"{'a': 0.001, 'e': 0.9194312560951247}",25,0,-165.53788113637125,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
85,False,"{'a': 0.001, 'e': 0.9185122844014574}",30,0,-168.45983849292196,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
86,False,"{'a': 0.001, 'e': 0.9175942312201509}",30,0,-80.73752919338543,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
87,False,"{'a': 0.001, 'e': 0.9166770956331523}",20,16,7.287054723308779,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.001, 'e': 0.9157608767233256}",20,0,-73.51334518521574,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
89,False,"{'a': 0.001, 'e': 0.914845573574452}",25,0,-161.3158234225523,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
90,False,"{'a': 0.001, 'e': 0.9139311852712282}",20,0,-108.16981436800344,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
91,False,"{'a': 0.001, 'e': 0.9130177108992658}",20,0,-51.18151083381747,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
92,False,"{'a': 0.001, 'e': 0.9121051495450904}",20,0,-97.58516130474703,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
93,False,"{'a': 0.001, 'e': 0.9111935002961405}",25,0,-118.06374631829362,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
94,False,"{'a': 0.001, 'e': 0.910282762240767}",30,0,-185.4125438435096,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
95,False,"{'a': 0.001, 'e': 0.9093729344682314}",20,0,-113.26168615580517,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
96,False,"{'a': 0.001, 'e': 0.9084640160687062}",30,0,-131.5439350620989,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
97,False,"{'a': 0.001, 'e': 0.9075560061332727}",20,0,-115.20140791779377,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
98,False,"{'a': 0.001, 'e': 0.9066489037539209}",30,0,-125.15583440632966,"{0: 22, 1: 0, 2: 5, 3: 1, 4: 2}",0
99,False,"{'a': 0.001, 'e': 0.9057427080235485}",30,0,-168.00302942010921,"{0: 21, 1: 0, 2: 5, 3: 1, 4: 3}",0
100,False,"{'a': 0.001, 'e': 0.9048374180359595}",25,0,-151.18657029430395,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 2}",0
101,False,"{'a': 0.001, 'e': 0.9039330328858641}",25,0,-61.87807998084706,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
102,False,"{'a': 0.001, 'e': 0.9030295516688768}",20,0,-120.55374262790995,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
103,False,"{'a': 0.001, 'e': 0.9021269734815165}",20,0,-24.387304731184155,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
104,False,"{'a': 0.001, 'e': 0.9012252974212047}",30,0,-72.88176441580073,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
105,False,"{'a': 0.001, 'e': 0.9003245225862656}",25,12,-30.15832032539574,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
106,False,"{'a': 0.001, 'e': 0.899424648075924}",20,2,-28.435210651015204,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
107,False,"{'a': 0.001, 'e': 0.8985256729903055}",20,0,-117.81150632395325,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
108,False,"{'a': 0.001, 'e': 0.8976275964304349}",20,0,-82.30010112211845,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
109,False,"{'a': 0.001, 'e': 0.8967304174982355}",20,0,-174.52673706209916,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
110,False,"{'a': 0.001, 'e': 0.8958341352965282}",20,13,7.15161839154972,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.001, 'e': 0.894938748929031}",25,0,-148.10774759502107,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
112,False,"{'a': 0.001, 'e': 0.8940442575003572}",20,8,-4.297258904657658,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.001, 'e': 0.8931506601160155}",25,15,-68.9841282790999,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 1}",1
114,False,"{'a': 0.001, 'e': 0.8922579558824083}",20,0,-128.58252154235046,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
115,False,"{'a': 0.001, 'e': 0.8913661439068313}",25,0,-77.35239542708487,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
116,False,"{'a': 0.001, 'e': 0.8904752232974726}",20,0,-127.87919672018525,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
117,False,"{'a': 0.001, 'e': 0.8895851931634113}",20,0,-210.86397372294962,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 4}",0
118,False,"{'a': 0.001, 'e': 0.8886960526146174}",25,0,-115.63676237489365,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
119,False,"{'a': 0.001, 'e': 0.8878078007619501}",30,0,-142.534021935855,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
120,False,"{'a': 0.001, 'e': 0.8869204367171575}",30,0,-95.13862723926815,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
121,False,"{'a': 0.001, 'e': 0.8860339595928756}",25,0,-193.02616647362495,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
122,False,"{'a': 0.001, 'e': 0.8851483685026271}",20,0,-106.8997615451399,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
123,False,"{'a': 0.001, 'e': 0.8842636625608209}",30,0,-167.38450670665694,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
124,False,"{'a': 0.001, 'e': 0.8833798408827509}",20,0,-141.38189264060702,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
125,False,"{'a': 0.001, 'e': 0.8824969025845955}",25,0,-174.4566158154896,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
126,False,"{'a': 0.001, 'e': 0.8816148467834161}",20,15,-13.936078018348512,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
127,False,"{'a': 0.001, 'e': 0.880733672597157}",20,0,-193.1130157237666,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
128,False,"{'a': 0.001, 'e': 0.8798533791446438}",20,0,-101.58778477663515,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
129,False,"{'a': 0.001, 'e': 0.8789739655455832}",25,8,-131.9716369622538,"{0: 9, 1: 1, 2: 4, 3: 1, 4: 2}",1
130,False,"{'a': 0.001, 'e': 0.8780954309205613}",25,0,-14.247589433467663,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
131,False,"{'a': 0.001, 'e': 0.8772177743910435}",30,16,-53.89113455305073,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
132,False,"{'a': 0.001, 'e': 0.8763409950793732}",35,0,-127.13940634372956,"{0: 24, 1: 3, 2: 6, 3: 0, 4: 2}",0
133,False,"{'a': 0.001, 'e': 0.8754650921087711}",20,15,1.58120079982467,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.001, 'e': 0.874590064603334}",20,0,-61.123157570038025,"{0: 11, 1: 7, 2: 0, 3: 2, 4: 0}",0
135,False,"{'a': 0.001, 'e': 0.8737159116880344}",25,0,-143.96504394582033,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
136,False,"{'a': 0.001, 'e': 0.8728426324887193}",30,0,-117.52209567886517,"{0: 20, 1: 0, 2: 8, 3: 1, 4: 1}",0
137,False,"{'a': 0.001, 'e': 0.8719702261321094}",25,0,-68.57786303633927,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
138,False,"{'a': 0.001, 'e': 0.8710986917457983}",20,0,-141.1354476523933,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
139,False,"{'a': 0.001, 'e': 0.8702280284582515}",30,0,-218.2394568244401,"{0: 14, 1: 3, 2: 8, 3: 3, 4: 2}",0
140,False,"{'a': 0.001, 'e': 0.8693582353988059}",20,0,-53.22578127537459,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
141,False,"{'a': 0.001, 'e': 0.8684893116976679}",20,12,2.7453295225529795,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.001, 'e': 0.867621256485914}",25,0,-8.882476156508845,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.001, 'e': 0.8667540688954889}",20,2,-47.75591917152943,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
144,False,"{'a': 0.001, 'e': 0.865887748059205}",25,0,-64.94718549660644,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
145,False,"{'a': 0.001, 'e': 0.8650222931107413}",25,0,-95.16530662663658,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
146,False,"{'a': 0.001, 'e': 0.8641577031846428}",20,0,-57.763729558393095,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
147,False,"{'a': 0.001, 'e': 0.8632939774163194}",25,0,-92.03015274174703,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.001, 'e': 0.8624311149420455}",20,0,-86.91376259055244,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
149,False,"{'a': 0.001, 'e': 0.8615691148989583}",20,0,-90.65655227630792,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
150,False,"{'a': 0.001, 'e': 0.8607079764250578}",25,0,-49.840909766281854,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
151,False,"{'a': 0.001, 'e': 0.8598476986592055}",25,0,-34.50779645279609,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
152,False,"{'a': 0.001, 'e': 0.8589882807411234}",20,2,-41.51916198224985,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.001, 'e': 0.8581297218113938}",35,0,-169.12443576968394,"{0: 21, 1: 3, 2: 8, 3: 1, 4: 2}",0
154,False,"{'a': 0.001, 'e': 0.8572720210114575}",20,0,-108.43625185527686,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
155,False,"{'a': 0.001, 'e': 0.8564151774836135}",25,0,-148.7205385633187,"{0: 14, 1: 1, 2: 6, 3: 3, 4: 1}",0
156,False,"{'a': 0.001, 'e': 0.8555591903710185}",20,0,-65.1352150243382,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
157,False,"{'a': 0.001, 'e': 0.8547040588176851}",30,0,-132.42265030681685,"{0: 15, 1: 5, 2: 7, 3: 3, 4: 0}",0
158,False,"{'a': 0.001, 'e': 0.8538497819684817}",20,0,-51.11364250628664,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
159,False,"{'a': 0.001, 'e': 0.8529963589691315}",35,0,-156.87401299498646,"{0: 20, 1: 7, 2: 5, 3: 1, 4: 2}",0
160,False,"{'a': 0.001, 'e': 0.8521437889662113}",30,0,-126.80527610688551,"{0: 16, 1: 1, 2: 12, 3: 1, 4: 0}",0
161,False,"{'a': 0.001, 'e': 0.8512920711071511}",25,0,-18.41031329838399,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.001, 'e': 0.850441204540233}",25,0,-103.52088182226547,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
163,False,"{'a': 0.001, 'e': 0.8495911884145902}",30,0,-84.12677255992486,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
164,False,"{'a': 0.001, 'e': 0.8487420218802068}",25,0,-188.33186883974133,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
165,False,"{'a': 0.001, 'e': 0.8478937040879159}",20,0,-74.86821066867434,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
166,False,"{'a': 0.001, 'e': 0.8470462341893996}",25,0,-245.7525752118355,"{0: 11, 1: 1, 2: 9, 3: 0, 4: 4}",0
167,False,"{'a': 0.001, 'e': 0.8461996113371882}",30,0,-178.4160727489168,"{0: 15, 1: 2, 2: 11, 3: 0, 4: 2}",0
168,False,"{'a': 0.001, 'e': 0.8453538346846587}",30,0,-133.23883729168105,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
169,False,"{'a': 0.001, 'e': 0.8445089033860343}",25,0,-84.60754915958879,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
170,False,"{'a': 0.001, 'e': 0.8436648165963837}",20,0,-20.65783646636315,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
171,False,"{'a': 0.001, 'e': 0.8428215734716199}",20,5,-6.757683630782819,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.001, 'e': 0.8419791731684999}",25,4,-105.38871202942136,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 1}",1
173,False,"{'a': 0.001, 'e': 0.8411376148446232}",20,0,-139.05330311645963,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
174,False,"{'a': 0.001, 'e': 0.8402968976584314}",25,0,-153.5984401212468,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
175,False,"{'a': 0.001, 'e': 0.8394570207692074}",30,0,-130.24076650445775,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
176,False,"{'a': 0.001, 'e': 0.838617983337074}",20,0,-101.08260006529045,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
177,False,"{'a': 0.001, 'e': 0.8377797845229938}",20,0,-40.2747101997117,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
178,False,"{'a': 0.001, 'e': 0.8369424234887681}",20,0,-56.543769707549984,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.001, 'e': 0.8361058993970355}",20,0,-121.65004233319524,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
180,False,"{'a': 0.001, 'e': 0.835270211411272}",30,0,-67.74036135153867,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
181,False,"{'a': 0.001, 'e': 0.8344353586957896}",25,0,-37.57461766590633,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
182,False,"{'a': 0.001, 'e': 0.8336013404157353}",25,0,-110.24924365127896,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
183,False,"{'a': 0.001, 'e': 0.832768155737091}",25,0,-118.2738621516693,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
184,False,"{'a': 0.001, 'e': 0.8319358038266718}",30,0,-124.58143089014378,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
185,False,"{'a': 0.001, 'e': 0.8311042838521256}",20,0,-106.59833327357406,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
186,False,"{'a': 0.001, 'e': 0.8302735949819326}",25,0,-100.4931598730393,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
187,False,"{'a': 0.001, 'e': 0.8294437363854039}",20,0,-67.40770924606596,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
188,False,"{'a': 0.001, 'e': 0.8286147072326806}",25,0,-69.22985170216432,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
189,False,"{'a': 0.001, 'e': 0.8277865066947336}",20,13,-38.18173984887052,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.001, 'e': 0.8269591339433623}",25,0,3.2716195158705403,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
191,False,"{'a': 0.001, 'e': 0.8261325881511938}",20,6,-10.778620980158294,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
192,False,"{'a': 0.001, 'e': 0.8253068684916823}",25,4,-65.94459369431748,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
193,False,"{'a': 0.001, 'e': 0.8244819741391082}",25,0,-142.69958249726744,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
194,False,"{'a': 0.001, 'e': 0.8236579042685769}",25,0,-82.4278030737265,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
195,False,"{'a': 0.001, 'e': 0.8228346580560184}",20,0,-61.67854375972786,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
196,False,"{'a': 0.001, 'e': 0.8220122346781865}",30,18,5.626273895231926,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.001, 'e': 0.821190633312658}",35,2,-65.05691728780849,"{0: 25, 1: 2, 2: 4, 3: 2, 4: 0}",1
198,False,"{'a': 0.001, 'e': 0.8203698531378311}",25,0,-70.74002376551569,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
199,False,"{'a': 0.001, 'e': 0.8195498933329256}",20,0,-54.71220344874632,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
200,False,"{'a': 0.001, 'e': 0.8187307530779818}",25,0,-79.92144139391203,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
201,False,"{'a': 0.001, 'e': 0.8179124315538594}",20,0,-141.93996333206633,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
202,False,"{'a': 0.001, 'e': 0.8170949279422366}",25,8,-30.00191882860063,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
203,False,"{'a': 0.001, 'e': 0.8162782414256099}",20,0,-131.1074679014245,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
